service_request_id,requested_datetime,updated_datetime,source,service_name,description,agency_responsible,address,council_district,status_description,lat,long
5094776,2018-07-20 12:13:00,,UNKNOWN,STREET REPAIR,"STREET REPAIR, CRACK SEAL, UNEVEN SURFACE, SKIN PATCH, DEPRESSION, STREP",LPM,"3034 PRESTON HWY , LOUISVILLE, KY, 40217",21,CLOSED,38.2050408019,-85.736667352
5083420,2018-07-20 12:15:00,,UNKNOWN,VAP STRUC RATS,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE , RATS, BAIT",IPL-PROPERTY MAINTENANCE DIV.,"3764 POWELL AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1887925299,-85.7915412584
5094779,2018-07-20 12:15:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"301 S 12TH ST , LOUISVILLE, KY, 40203",4,CLOSED,38.2548123665,-85.7700215504
5094780,2018-07-20 12:15:38,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"404 S 26TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2570623469,-85.7942548205
5094709,2018-07-20 12:16:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"100 N 39TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2640064115,-85.8135715363
5094782,2018-07-20 12:17:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1524 POPLAR LEVEL RD , LOUISVILLE, KY, 40217",10,OPEN,38.218099697,-85.7275911879
5076240,2018-07-20 12:19:00,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"3764 POWELL AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1887925299,-85.7915412584
5094784,2018-07-20 12:19:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"128 S 42ND ST , LOUISVILLE, KY, 40212",5,OPEN,38.2639009421,-85.8183658816
5094787,2018-07-20 12:21:00,,UNKNOWN,NEW GARBAGE CART,"NEW GARBAGE CART, CARTN, SWMS",SWMS - ADMINISTRATION,"1246 SCHILLER AVE , LOUISVILLE, KY, 40204",10,CLOSED,38.2315994748,-85.7300836649
5094786,2018-07-20 12:21:31,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"4141 TAYLOR BLVD , LOUISVILLE, KY, 40215",21,CLOSED,38.180945885,-85.7830069367
5094791,2018-07-20 12:25:00,,UNKNOWN,JUNK VIOLATION,"JUNK VIOLATION, JUNKV, SWMS",SWMS - ENFORCEMENT UNIT,"100 N 39TH ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2640064115,-85.8135715363
5094796,2018-07-20 12:29:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"1200 TENNESSEE AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.2154781074,-85.7782667914
5094797,2018-07-20 12:29:29,,UNKNOWN,DEAD ANIMAL,"DEAD ANIMAL, ANIMD, SWMS",SWMS - WASTE COLLECTION,"2612 GREENWOOD AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2418284119,-85.7965148091
5094798,2018-07-20 12:31:03,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"2900 ROWAN ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2624633873,-85.7993159701
5094799,2018-07-20 12:35:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1614 BERRY BLVD , LOUISVILLE, KY, 40215",15,OPEN,38.1963471087,-85.7916005674
5094800,2018-07-20 12:35:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"102 POPE ST , LOUISVILLE, KY, 40206",9,OPEN,38.2539932906,-85.7183361591
5094801,2018-07-20 12:35:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"1704 LA FONTENAY CT , DOUGLASS HILLS, KY, 40223",19,CLOSED,38.2484294884,-85.5596744114
5094802,2018-07-20 12:35:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"4141 TAYLOR BLVD , LOUISVILLE, KY, 40215",21,OPEN,38.180945885,-85.7830069367
5094804,2018-07-20 12:36:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4902 DEE RD , LOUISVILLE, KY, 40219",24,CLOSED,38.1279325679,-85.6722205853
5094805,2018-07-20 12:36:00,,UNKNOWN,SIGNAGE NEW,"SIGNAGE NEW, NOT STOP SIGN, STNAM, SIGNN",PUBLIC WORKS - TRAFFIC ENG," S 1ST ST , LOUISVILLE, KY, 40208",6,OPEN,38.2254691272,-85.7569420898
5094807,2018-07-20 12:37:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"4141 TAYLOR BLVD , LOUISVILLE, KY, 40215",21,CLOSED,38.180945885,-85.7830069367
5094809,2018-07-20 12:37:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"4141 TAYLOR BLVD , LOUISVILLE, KY, 40215",21,CLOSED,38.180945885,-85.7830069367
5094816,2018-07-20 12:37:00,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"835 S 7TH ST , LOUISVILLE, KY, 40203",6,CLOSED,38.2438151793,-85.7633072003
5094806,2018-07-20 12:37:03,,UNKNOWN,LIGHTING REPAIR,"LIGHTING REPAIR, STREET LIGHT, STLGT",PUBLIC WORKS ADMINISTRATION," BASHFORD MANOR LN , LOUISVILLE, KY, 40218",10,CLOSED,38.1972508481,-85.6755324017
5094810,2018-07-20 12:38:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"119 N 32ND ST , LOUISVILLE, KY, 40212",5,OPEN,38.2630357423,-85.8041943956
5073172,2018-07-20 12:40:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"7108 CREEK STONE BLVD , HOLLOW CREEK, KY, 40228",23,CLOSED,38.1514611295,-85.6273289489
5094819,2018-07-20 12:41:48,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"7108 CREEK STONE BLVD , HOLLOW CREEK, KY, 40228",23,CLOSED,38.1514611295,-85.6273289489
5094822,2018-07-20 12:42:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"341 MOCKINGBIRD VALLEY RD , LOUISVILLE, KY, 40207",9,OPEN,38.2662806714,-85.6777763385
5094825,2018-07-20 12:43:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",LPM," DIXIE HWY , LOUISVILLE, KY, 40272",14,CLOSED,38.0920699739,-85.8759540696
5094827,2018-07-20 12:46:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," LOUIS COLEMAN JR DR , LOUISVILLE, KY, 40211",1,CLOSED,38.2282700911,-85.8121256426
5094829,2018-07-20 12:48:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," CURTIS AVE , LOUISVILLE, KY, 40213",10,OPEN,38.1936555093,-85.7196071273
5094830,2018-07-20 12:48:00,,UNKNOWN,TRAF SIG TIMING,"TRAFFIC SIGNAL TIMING, DELAY, ADJUST, TRSGR, TIMNG",PUBLIC WORKS - TRAFFIC ENG," ORMSBY LN ,  , KY, 40222",7,CLOSED,38.2743263108,-85.6086953673
5094836,2018-07-20 12:51:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"1002 OAKWOOD AVE , LOUISVILLE, KY, 40215",21,OPEN,38.1772756883,-85.778058651
5094837,2018-07-20 12:53:00,,UNKNOWN,MOSQUITOS,"MOSQUITOES, MOSQT",HEALTH DEPT - ENVIR. HEALTH,"1236 S 6TH ST , LOUISVILLE, KY, 40203",6,CLOSED,38.2339907816,-85.7646241316
5094841,2018-07-20 12:54:00,,UNKNOWN,RAT BAITING,"RATS, PRIVATE PROPERTY ONLY",IPL-PROPERTY MAINTENANCE DIV.,"801 E MARKET ST , LOUISVILLE, KY, 40206",4,CLOSED,38.2534966266,-85.7378334349
5094842,2018-07-20 12:54:00,,UNKNOWN,TRAFFIC CONCERN,"TRAFFIC CONCERN, SPEED, ILLEGAL PARKING OUTSIDE PARC AREAS, ILLPK, TRAFC",METRO POLICE DEPARTMENT,"6007 LORETTA ST , LOUISVILLE, KY, 40213",21,CLOSED,38.1626158104,-85.7093948785
5094843,2018-07-20 12:54:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS,"1335 MORGAN AVE , LOUISVILLE, KY, 40213",10,OPEN,38.1955085776,-85.7229871794
5094846,2018-07-20 12:55:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"626 S 43RD ST , LOUISVILLE, KY, 40211",5,OPEN,38.2547022907,-85.8235414034
5094844,2018-07-20 12:55:26,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"2861 KLONDIKE LN , LOUISVILLE, KY, 40218",26,CLOSED,38.2032736515,-85.6391278786
5094851,2018-07-20 12:59:00,,UNKNOWN,OVERGROWTH,"OVERGROWN, WEEDS, GRASS, OBSTRUCTION, ROWOB",LPM,"4007 HENDERSON AVE , LOUISVILLE, KY, 40213",10,OPEN,38.1964766894,-85.7252688603
5094854,2018-07-20 13:02:00,,UNKNOWN,GARBAGE MISSED,"GARBAGE MISSED, GARBM, SWMS",SWMS - WASTE COLLECTION,"628 E OAK ST 1, LOUISVILLE, KY, 40203",4,OPEN,38.2336712611,-85.744234466
5094856,2018-07-20 13:03:00,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1422 S 7TH ST , LOUISVILLE, KY, 40208",6,CLOSED,38.2287639523,-85.7682544664
5094862,2018-07-20 13:03:00,,UNKNOWN,HEALTH CONCERNS,"HEALTH CONCERNS, HELTH",HEALTH DEPT - ENVIR. HEALTH,"7207 FEGENBUSH LN , LOUISVILLE, KY, 40228",23,CLOSED,38.1454338645,-85.6267835893
5094855,2018-07-20 13:03:38,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1422 S 7TH ST , LOUISVILLE, KY, 40208",6,CLOSED,38.2287639523,-85.7682544664
5089466,2018-07-20 13:04:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"2410 W MADISON ST , LOUISVILLE, KY, 40211",5,OPEN,38.2536825781,-85.7923056815
5094857,2018-07-20 13:04:01,,UNKNOWN,NGARBAGE DAY,GARBAGE DAY,N-PICKUP DAYS,"653 S 41ST ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2525539743,-85.8193015149
5094859,2018-07-20 13:04:48,,UNKNOWN,NSWMS OTHER,SWMS OTHER,NON SERVICE SWMS,"118 N EWING AVE , LOUISVILLE, KY, 40206",9,CLOSED,38.2546466934,-85.7005518966
5070975,2018-07-20 13:05:00,,UNKNOWN,STREET HAZARD,"STREET OBSTRUCTION, POSSIBLE DANGER TO MOTORISTS, DOWNED TREES, ROWOB",COMMUNITY FORESTRY ARBORIST,"1801 TYLER PKY , LOUISVILLE, KY, 40204",8,CLOSED,38.232727592,-85.714452349
5088663,2018-07-20 13:06:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"3520 VERMONT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.2556609963,-85.8100133579
5094864,2018-07-20 13:07:48,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"3520 VERMONT AVE , LOUISVILLE, KY, 40211",5,CLOSED,38.2556609963,-85.8100133579
5094865,2018-07-20 13:08:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2914 AVON RD , LOUISVILLE, KY, 40220",26,CLOSED,38.2223047336,-85.6410548383
5075201,2018-07-20 13:12:00,,UNKNOWN,EASEMENT OTHER,"EASEMENT, OBSTRUCTION, ROWOB",PUBLIC WORKS INSPECTION GROUP,"3413 PENWAY AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.223967083,-85.8137403448
5094868,2018-07-20 13:12:00,,UNKNOWN,GARBAGE VIOLATIO,"GARBAGE VIOLATION, GARBV, SWMS",SWMS - ENFORCEMENT UNIT,"1217 WELLER AVE , LOUISVILLE, KY, 40208",6,CLOSED,38.2107794205,-85.7757174801
5094866,2018-07-20 13:12:20,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"1830 GREENWOOD AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.2407992173,-85.7871012451
5094870,2018-07-20 13:13:03,,UNKNOWN,ROAD CONSTRUCT,"ROAD CONSTRUCT, CONSTRUCTION, GENERAL,  CLOSED, CLOSURE, ROADC",PUBLIC WORKS INSPECTION GROUP,"9708 MASON LN , LOUISVILLE, KY, 40118",13,CLOSED,38.1080350487,-85.7663507913
5094872,2018-07-20 13:13:32,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"7204 CHURCHILL PARK DR , LOUISVILLE, KY, 40220",26,CLOSED,38.2146723689,-85.6253212042
5094873,2018-07-20 13:14:39,,UNKNOWN,NCODES & REGS,CODES AND REGULATIONS,N-METRO AGENCIES,"3413 PENWAY AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.223967083,-85.8137403448
5094875,2018-07-20 13:15:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"14003 OLD STATION RD 103, LOUISVILLE, KY, 40245",19,CLOSED,38.2474012767,-85.4970523628
5104658,2018-07-20 13:15:00,,UNKNOWN,INTERIOR VIOL,"INTERIOR VIOLATION, INCLUDES NO HEAT, ELECTRICAL, INTVI",IPL-PROPERTY MAINTENANCE DIV.,"14003 OLD STATION RD 103, LOUISVILLE, KY, 40245",19,OPEN,38.2474012767,-85.4970523628
5094877,2018-07-20 13:17:00,,UNKNOWN,RECYCLE BINS,"RECYCLE BINS, RECYCLING, NEW RECYB, DAMAGED, MISSING, SWMS",SWMS - ADMINISTRATION,"316 WINTON AVE , LOUISVILLE, KY, 40206",9,OPEN,38.2634662719,-85.6828866998
5094876,2018-07-20 13:17:36,,UNKNOWN,EXTERIOR VIOL,"EXTERIOR STRUCTURE VIOLATION, EXTVI",IPL-PROPERTY MAINTENANCE DIV.,"14003 OLD STATION RD 103, LOUISVILLE, KY, 40245",19,CLOSED,38.2474012767,-85.4970523628
5065224,2018-07-20 13:18:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"926 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1936233493,-85.7762969454
5094879,2018-07-20 13:19:00,,UNKNOWN,SPEED HUMPS,"SPEED HUMPS, SPHMP",PUBLIC WORKS - TRAFFIC ENG,"1913 WOODBOURNE AVE , LOUISVILLE, KY, 40205",8,OPEN,38.2233619863,-85.6919897756
5094878,2018-07-20 13:19:45,,UNKNOWN,NPRIVATE BUSINES,PRIVATE BUSINESS,N-MISCELLANEOUS,"926 W WHITNEY AVE , LOUISVILLE, KY, 40215",15,CLOSED,38.1936233493,-85.7762969454
5083451,2018-07-20 13:21:00,,UNKNOWN,DAMAGE GARB CART,"DAMAGED GARBAGE CART, CARTD, SWMS",SWMS - ADMINISTRATION,"417 CANNONS LN , LOUISVILLE, KY, 40206",9,OPEN,38.2486863151,-85.6659310311
5094881,2018-07-20 13:21:12,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"4533 PICADILLY AVE , LOUISVILLE, KY, 40215",21,CLOSED,38.1841185744,-85.7775170264
5094884,2018-07-20 13:22:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2916 EDMONIA AVE , LOUISVILLE, KY, 40220",26,CLOSED,38.2228694539,-85.6235129191
5094885,2018-07-20 13:22:36,,UNKNOWN,UTILITY CONCERNS,"UTILITY CONCERNS, UTIL",PUBLIC WORKS INSPECTION GROUP,"7032 SOUTHSIDE DR , LOUISVILLE, KY, 40214",21,OPEN,38.1546480211,-85.7656428016
5094886,2018-07-20 13:23:44,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"3715 CHAUNCEY AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.2319020072,-85.8173860363
5093031,2018-07-20 13:27:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"1627 W OAK ST , LOUISVILLE, KY, 40210",6,CLOSED,38.2372279202,-85.7821612038
5094888,2018-07-20 13:28:00,,UNKNOWN,ABANDON VEHICLE,"ABANDONED VEHICLE ROW, STREET,  ALLEY, AVROW, VEHIC",METRO POLICE DEPARTMENT,"3208 SUMMERFIELD DR , LOUISVILLE, KY, 40220",11,CLOSED,38.2024222716,-85.6125706824
5092994,2018-07-20 13:29:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"1624 HALE AVE , LOUISVILLE, KY, 40210",6,CLOSED,38.2375322688,-85.7819900366
5094889,2018-07-20 13:29:00,,UNKNOWN,VAP LOT WEEDS,"PRIVATE PROPERTY, VACANT LOT, GRASS, TREES",IPL-PROPERTY MAINTENANCE DIV.,"3705 GREENWOOD AVE , LOUISVILLE, KY, 40211",1,CLOSED,38.243888903,-85.8152209463
5094890,2018-07-20 13:29:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - ELEC MAINT," ASHBOTTOM RD , LOUISVILLE, KY, 40213",13,OPEN,38.1584355588,-85.731284958
5094891,2018-07-20 13:31:21,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"3118 DUMESNIL ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2371082625,-85.8067804897
5094895,2018-07-20 13:32:56,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1404 S 28TH ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2338068003,-85.8010237434
5094896,2018-07-20 13:33:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"2701 W CHESTNUT ST , LOUISVILLE, KY, 40211",5,CLOSED,38.2534271225,-85.7960478194
5094899,2018-07-20 13:35:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"3501 BELLS LN , LOUISVILLE, KY, 40211",1,OPEN,38.2216030776,-85.8147164632
5094901,2018-07-20 13:36:00,,UNKNOWN,APZ CURB RAMP,"APZ CURB RAMP, CURB CUT",PUBLIC WORKS INSPECTION GROUP," MURRAY AVE , LOUISVILLE, KY, 40205",8,OPEN,38.2298579079,-85.7032491985
5094902,2018-07-20 13:38:00,,UNKNOWN,STREET RESURFACE,"STREET RESURFACE, PAVE, PAVING",Public Works Engineering Div.,"2707 KLONDIKE LN , LOUISVILLE, KY, 40218",10,CLOSED,38.1993842294,-85.6437865881
5094905,2018-07-20 13:38:00,,UNKNOWN,BEDBUGS HEALTH,"BEDBUGS, HEALTH DEPT. BEDBG",HEALTH DEPT - ENVIR. HEALTH,"5000 SHELBYVILLE RD , ST MATTHEWS, KY, 40207",26,CLOSED,38.2479036773,-85.6233803927
5086755,2018-07-20 13:41:00,,UNKNOWN,ILLEGAL DUMPING,"ILLEGAL DUMPING, NOT ON PRIVATE PROPERTY, DUMPV, SWMS",SWMS - ENFORCEMENT UNIT," LAMBORNE BLVD , LOUISVILLE, KY, 40272",14,CLOSED,38.1125548433,-85.8049073534
5088221,2018-07-20 13:42:00,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"3602 WESTMEADOW CT , LOUISVILLE, KY, 40258",12,CLOSED,38.1523398877,-85.8270444603
5094910,2018-07-20 13:42:00,,UNKNOWN,STOLEN GARB CART,"STOLEN GARBAGE CART, CARTS, MISSING, SWMS",SWMS - ADMINISTRATION,"1411 SALE AVE , LOUISVILLE, KY, 40215",15,OPEN,38.1978551813,-85.7872057419
5094911,2018-07-20 13:42:40,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"4012 TAYLOR BLVD , LOUISVILLE, KY, 40215",15,CLOSED,38.1856109741,-85.7843405823
5094912,2018-07-20 13:44:00,,UNKNOWN,HIGH GRASS WEEDS,"HIGH GRASS, WEEDS, TREES, PRIVATE PROPERTY",IPL-PROPERTY MAINTENANCE DIV.,"825 FORREST ST , LOUISVILLE, KY, 40217",10,CLOSED,38.2218762367,-85.7422512254
5094913,2018-07-20 13:44:00,,UNKNOWN,SIGNAGE REPAIR,"SIGNAGE REPAIR, NOT STOP SIGN, STNAM, SIGNR",PUBLIC WORKS - SIGNS MARKINGS," ANNA LN , LOUISVILLE, KY, 40216",15,CLOSED,38.1808513707,-85.8009968544
5088629,2018-07-20 13:45:00,,UNKNOWN,TRASH PVT PROP,"TRASH PRIVATE PROPERTY, TRASH, GARBAGE, JUNK",IPL-PROPERTY MAINTENANCE DIV.,"529 N 42ND ST , LOUISVILLE, KY, 40212",5,CLOSED,38.2724984047,-85.8145870456
5094920,2018-07-20 13:46:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," DELOR AVE , LOUISVILLE, KY, 40217",10,CLOSED,38.2170959734,-85.7385022566
5094921,2018-07-20 13:46:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," LYDIA ST , LOUISVILLE, KY, 40217",10,CLOSED,38.2207335836,-85.7331856111
5094919,2018-07-20 13:46:13,,UNKNOWN,VEHICLE PVT PROP,"VEHICLE PRIVATE PROPERTY, ABANDONED, INOPERABLE, NOT LICENSED, AVPRI",IPL-PROPERTY MAINTENANCE DIV.,"7719 JONQUIL DR , LOUISVILLE, KY, 40258",14,CLOSED,38.1415302544,-85.8629625932
5094922,2018-07-20 13:47:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," SPRATT ST , LOUISVILLE, KY, 40204",10,CLOSED,38.2296682829,-85.732760906
5094923,2018-07-20 13:48:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," VINE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2394239216,-85.732799001
5094924,2018-07-20 13:48:00,,UNKNOWN,STOP SIGN REPAIR,"STOP SIGN REPAIR, GRAFFITI ON STOP SIGN, STOPR, GRFTI",PUBLIC WORKS - SIGNS MARKINGS," VINE ST , LOUISVILLE, KY, 40204",4,CLOSED,38.2357091896,-85.7299114767
5094934,2018-07-20 13:49:00,,UNKNOWN,VAP EXTERIOR,"PRIVATE PROPERTY, ABANDONED, VACANT STRUCTURE",IPL-PROPERTY MAINTENANCE DIV.,"1018 ELLISON AVE , LOUISVILLE, KY, 40204",10,CLOSED,38.2302624129,-85.7341613673
5094925,2018-07-20 13:49:44,,UNKNOWN,METRO OWNED PROP,"MAINTENANCE OF METRO PROPERTIES, NOT GOVERNMENT BUILDINGS, MTOWN",IPL - VACANT PROPERTY CLEANING,"2025 S PRESTON ST , LOUISVILLE, KY, 40217",15,CLOSED,38.219041503,-85.7470074857
5094926,2018-07-20 13:49:54,,UNKNOWN,NGARBAGE QUEST,GARBAGE QUESTIONS,NON SERVICE SWMS,"1401 CATALPA ST , LOUISVILLE, KY, 40211",1,CLOSED,38.2339815069,-85.8017238612
5094927,2018-07-20 13:50:00,,UNKNOWN,PARK MAINTAIN,"PARK MAINTENANCE ALL, PKMTN, PKREP, PKREC",METRO PARKS,"7201 OUTER LOOP , LOUISVILLE, KY, 40228",23,CLOSED,38.1380672786,-85.6296484959
5094928,2018-07-20 13:50:00,,UNKNOWN,TRAF SIGNAL REPR,"TRAFFIC SIGNAL REPAIR, TRSGR",PUBLIC WORKS - ELEC MAINT," CEDAR SPRINGS BLVD , LOUISVILLE, KY, 40291",22,CLOSED,38.1451937956,-85.5849642976
5094929,2018-07-20 13:50:00,,UNKNOWN,RECYCLING MISSED,"RECYCLING MISSED, RECYM, SWMS",SWMS - WASTE COLLECTION,"3319 ELLIS WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.2144548116,-85.6390561994
5094931,2018-07-20 13:50:00,,UNKNOWN,YARD WASTE MISS,"YARD WASTE MISSED, YARDM, SWMS",SWMS - WASTE COLLECTION,"3319 ELLIS WAY , LOUISVILLE, KY, 40220",26,CLOSED,38.2144548116,-85.6390561994
